geometry,LST,NDVI
POINT (73.81299484435388 18.495637963557858),40.96941917000001,0.37873804569244385
POINT (73.81344400199593 18.495637963557858),41.07879581,0.4241635799407959
POINT (73.813893159638 18.495637963557858),41.16595532000002,0.35339438915252686
POINT (73.81434231728005 18.495637963557858),39.66544454000004,0.393584281206131
POINT (73.81479147492212 18.495637963557858),40.048262780000016,0.297573447227478
POINT (73.81524063256417 18.495637963557858),41.84785031000001,0.43034765124320984
POINT (73.81568979020624 18.495637963557858),42.842494130000034,0.34673643112182617
POINT (73.81613894784829 18.495637963557858),46.02808877000001,0.08744767308235168
POINT (73.81658810549035 18.495637963557858),46.409198,0.06361501663923264
POINT (73.81703726313242 18.495637963557858),44.50706987000001,0.038781143724918365
POINT (73.81748642077447 18.495637963557858),43.447483670000025,0.36492758989334106
POINT (73.81793557841654 18.495637963557858),41.21722562000002,0.3503355383872986
POINT (73.81838473605859 18.495637963557858),39.35440472000005,0.45656535029411316
POINT (73.81883389370066 18.495637963557858),38.87759093,0.37830498814582825
POINT (73.81928305134271 18.495637963557858),37.23352331000001,0.40425530076026917
POINT (73.81973220898477 18.495637963557858),37.14636380000002,0.5091487765312195
POINT (73.82018136662683 18.495637963557858),38.739161120000006,0.41901254653930664
POINT (73.82063052426889 18.495637963557858),39.12027035000003,0.3564184308052063
POINT (73.82107968191094 18.495637963557858),37.71204611000002,0.44720059633255005
POINT (73.79188443517707 18.496087121199917),49.623845810000034,0.15604999661445618
POINT (73.79233359281913 18.496087121199917),50.526203090000024,0.17481228709220886
POINT (73.79278275046119 18.496087121199917),50.469805760000014,0.19495604932308197
POINT (73.79323190810325 18.496087121199917),49.86481622000002,0.197564035654068
POINT (73.7936810657453 18.496087121199917),47.494419350000015,0.20453093945980072
POINT (73.79413022338737 18.496087121199917),45.130858520000004,0.3968304991722107
POINT (73.79457938102942 18.496087121199917),42.49385609000004,0.3143262565135956
POINT (73.79502853867149 18.496087121199917),41.56073663000001,0.253915011882782
POINT (73.79547769631354 18.496087121199917),40.280688140000024,0.3768216371536255
POINT (73.7959268539556 18.496087121199917),40.829280350000005,0.4274332821369171
POINT (73.79637601159766 18.496087121199917),40.738702820000015,0.34806352853775024
POINT (73.79682516923972 18.496087121199917),40.83611639000003,0.41145211458206177
POINT (73.79727432688179 18.496087121199917),40.59001895000003,0.22485068440437317
POINT (73.79772348452384 18.496087121199917),40.43108102000002,0.31144654750823975
POINT (73.79817264216591 18.496087121199917),40.32341339000001,0.41746580600738525
POINT (73.79862179980796 18.496087121199917),40.41740894,0.28012049198150635
POINT (73.79907095745003 18.496087121199917),40.381519730000036,0.2844392657279968
POINT (73.79952011509208 18.496087121199917),40.39690082000004,0.3474491834640503
POINT (73.79996927273415 18.496087121199917),40.37297468000003,0.4443480670452118
POINT (73.8004184303762 18.496087121199917),40.294360220000044,0.3600568473339081
POINT (73.80086758801826 18.496087121199917),40.14567635000003,0.4738084673881531
POINT (73.80131674566032 18.496087121199917),41.106139970000015,0.4054718613624573
POINT (73.80176590330238 18.496087121199917),41.61884297,0.3323104679584503
POINT (73.80221506094445 18.496087121199917),40.63787123,0.3587053120136261
POINT (73.8026642185865 18.496087121199917),40.64128925000003,0.6202321648597717
POINT (73.80311337622857 18.496087121199917),40.255052990000024,0.47777608036994934
POINT (73.80356253387062 18.496087121199917),39.33218759000002,0.5415369272232056
POINT (73.80401169151268 18.496087121199917),37.732554230000034,0.5371851921081543
POINT (73.80446084915474 18.496087121199917),37.500128870000026,0.2075423300266266
POINT (73.8049100067968 18.496087121199917),37.57874333000004,0.17470495402812958
POINT (73.80535916443885 18.496087121199917),38.787013400000035,0.6248518824577332
POINT (73.80580832208092 18.496087121199917),40.048262780000044,0.4673619568347931
POINT (73.80625747972297 18.496087121199917),44.00974796000003,0.02314281277358532
POINT (73.80670663736504 18.496087121199917),44.703606020000024,0.0009983897907659411
POINT (73.8071557950071 18.496087121199917),43.705544180000004,-0.005443997215479612
POINT (73.80760495264916 18.496087121199917),40.57805588000002,0.48114046454429626
POINT (73.80805411029122 18.496087121199917),39.12197936000001,0.6593524813652039
POINT (73.80850326793328 18.496087121199917),37.45569461000002,0.5824522376060486
POINT (73.80895242557534 18.496087121199917),36.977171810000016,0.5806754231452942
POINT (73.8094015832174 18.496087121199917),37.684701950000004,0.32844433188438416
POINT (73.80985074085946 18.496087121199917),38.17176980000002,0.33687707781791687
